item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
16,FACTORY ASSEMBLY INTEGRATION AND FAT,"Shop assembly, wiring, flushing, hydrotest, loop checks, functional testing, FAT records, and punch-list closure.",1,LOT,,,,,
16.1,MODULE MECHANICAL ASSEMBLY,"Mechanical assembly labor, alignment, torqueing, and equipment setting.",1,LOT,,,,,
16.1.1,MODULE MECHANICAL ASSEMBLY ASSEMBLY,MODULE MECHANICAL ASSEMBLY ASSEMBLY; EPDM/PTFE compatible deionized water service; ISO 22734 hydrogen generator equipment requirements; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: HKD.,180,HR,,41335.94,HKD,,21
16.1.2,MODULE MECHANICAL ASSEMBLY MODULE,MODULE MECHANICAL ASSEMBLY MODULE; copper busbar with tin-plated contact surfaces; NFPA 2 hydrogen technologies design consideration; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,120,HR,,802089.55,JPY,,22
16.1.3,MODULE MECHANICAL ASSEMBLY PANEL,MODULE MECHANICAL ASSEMBLY PANEL; powder-coated carbon steel structural frame; ASME B31.3 process piping fabrication basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: CNY.,132,HR,,38978.57,CNY,,18
16.1.4,MODULE MECHANICAL ASSEMBLY MANIFOLD,MODULE MECHANICAL ASSEMBLY MANIFOLD; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: USD.,144,HR,,5540,USD,,19
16.1.5,MODULE MECHANICAL ASSEMBLY SENSOR SET,MODULE MECHANICAL ASSEMBLY SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: SGD.,156,HR,,7598.65,SGD,,20
16.1.6,MODULE MECHANICAL ASSEMBLY INSTALL KIT,MODULE MECHANICAL ASSEMBLY INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: AUD.,168,HR,,8915.62,AUD,,21
16.2,ELECTRICAL PANEL BUILD,"Panel assembly, wiring, ferruling, labeling, and continuity checks.",1,LOT,,,,,
16.2.1,ELECTRICAL PANEL BUILD ASSEMBLY,ELECTRICAL PANEL BUILD ASSEMBLY; copper busbar with tin-plated contact surfaces; NFPA 2 hydrogen technologies design consideration; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: CNY.,5,EA,,108092.86,CNY,,24
16.2.2,ELECTRICAL PANEL BUILD MODULE,ELECTRICAL PANEL BUILD MODULE; powder-coated carbon steel structural frame; ASME B31.3 process piping fabrication basis; continuous operation duty with remote monitoring. Supplier cost currency: USD.,2,EA,,15216,USD,,20
16.2.3,ELECTRICAL PANEL BUILD PANEL,ELECTRICAL PANEL BUILD PANEL; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: SGD.,3,EA,,20674.32,SGD,,21
16.2.4,ELECTRICAL PANEL BUILD MANIFOLD,ELECTRICAL PANEL BUILD MANIFOLD; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: AUD.,4,EA,,24034.38,AUD,,22
16.2.5,ELECTRICAL PANEL BUILD SENSOR SET,ELECTRICAL PANEL BUILD SENSOR SET; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: GBP.,5,EA,,12372,GBP,,23
16.2.6,ELECTRICAL PANEL BUILD INSTALL KIT,ELECTRICAL PANEL BUILD INSTALL KIT; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: EUR.,2,EA,,14396.30,EUR,,24
16.3,FLUSHING PRESSURE AND LEAK TESTS,"Pipe flushing, hydrostatic tests, pneumatic leak tests, and cleanliness checks.",1,LOT,,,,,
16.3.1,FLUSHING PRESSURE AND ASSEMBLY,FLUSHING PRESSURE AND ASSEMBLY; powder-coated carbon steel structural frame; ASME B31.3 process piping fabrication basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: SGD.,4,EA,,10635.14,SGD,,23
16.3.2,FLUSHING PRESSURE AND MODULE,FLUSHING PRESSURE AND MODULE; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: AUD.,5,EA,,12426.56,AUD,,24
16.3.3,FLUSHING PRESSURE AND PANEL,FLUSHING PRESSURE AND PANEL; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: GBP.,6,EA,,6428.80,GBP,,25
16.3.4,FLUSHING PRESSURE AND MANIFOLD,FLUSHING PRESSURE AND MANIFOLD; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: EUR.,7,EA,,7517.59,EUR,,26
16.3.5,FLUSHING PRESSURE AND SENSOR SET,FLUSHING PRESSURE AND SENSOR SET; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: KRW.,4,EA,,11235616.44,KRW,,27
16.3.6,FLUSHING PRESSURE AND INSTALL KIT,FLUSHING PRESSURE AND INSTALL KIT; duplex stainless steel process wetted construction; IEC 61511 instrumented protection design basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,5,EA,,64726.56,HKD,,23
16.4,LOOP CHECKS AND FUNCTION TESTS,"Loop checks, permissive checks, interlock tests, and functional sequence testing.",1,LOT,,,,,
16.4.1,LOOP CHECKS AND ASSEMBLY,LOOP CHECKS AND ASSEMBLY; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: GBP.,180,HR,,4561.60,GBP,,19
16.4.2,LOOP CHECKS AND MODULE,LOOP CHECKS AND MODULE; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,120,HR,,5356.48,EUR,,20
16.4.3,LOOP CHECKS AND PANEL,LOOP CHECKS AND PANEL; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: KRW.,132,HR,,8038356.16,KRW,,21
16.4.4,LOOP CHECKS AND MANIFOLD,LOOP CHECKS AND MANIFOLD; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: HKD.,144,HR,,46492.19,HKD,,22
16.4.5,LOOP CHECKS AND SENSOR SET,LOOP CHECKS AND SENSOR SET; duplex stainless steel process wetted construction; IEC 61511 instrumented protection design basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: JPY.,156,HR,,900597.01,JPY,,18
16.4.6,LOOP CHECKS AND INSTALL KIT,LOOP CHECKS AND INSTALL KIT; EPDM/PTFE compatible deionized water service; ISO 22734 hydrogen generator equipment requirements; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,168,HR,,43692.86,CNY,,19
16.5,CUSTOMER FAT AND PUNCHLIST,"Customer FAT support, test scripts, punch-list tracking, and final release records.",1,LOT,,,,,
16.5.1,CUSTOMER FAT AND ASSEMBLY,CUSTOMER FAT AND ASSEMBLY; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: KRW.,180,HR,,7998630.14,KRW,,20
16.5.2,CUSTOMER FAT AND MODULE,CUSTOMER FAT AND MODULE; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,120,HR,,46265.62,HKD,,21
16.5.3,CUSTOMER FAT AND PANEL,CUSTOMER FAT AND PANEL; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: JPY.,132,HR,,896268.66,JPY,,22
16.5.4,CUSTOMER FAT AND MANIFOLD,CUSTOMER FAT AND MANIFOLD; duplex stainless steel process wetted construction; IEC 61511 instrumented protection design basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: CNY.,144,HR,,43485.71,CNY,,18
16.5.5,CUSTOMER FAT AND SENSOR SET,CUSTOMER FAT AND SENSOR SET; EPDM/PTFE compatible deionized water service; ISO 22734 hydrogen generator equipment requirements; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: USD.,156,HR,,6171,USD,,19
16.5.6,CUSTOMER FAT AND INSTALL KIT,CUSTOMER FAT AND INSTALL KIT; copper busbar with tin-plated contact surfaces; NFPA 2 hydrogen technologies design consideration; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: SGD.,168,HR,,8451.35,SGD,,20
17,SITE INSTALLATION AND COMMISSIONING,"Installation supervision, site receiving, alignment, pre-commissioning, start-up, performance run, and handover.",1,LOT,,,,,
17.1,SITE RECEIVING AND PRESERVATION,"Receiving inspection, preservation checks, storage guidance, and damage report support.",1,LOT,,,,,
17.1.1,SITE RECEIVING AND ASSEMBLY,SITE RECEIVING AND ASSEMBLY; copper busbar with tin-plated contact surfaces; ISO 22734 hydrogen generator equipment requirements; continuous operation duty with remote monitoring. Supplier cost currency: USD.,14,DAY,,7357,USD,,22
17.1.2,SITE RECEIVING AND MODULE,SITE RECEIVING AND MODULE; powder-coated carbon steel structural frame; NFPA 2 hydrogen technologies design consideration; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: SGD.,16,DAY,,10054.05,SGD,,18
17.1.3,SITE RECEIVING AND PANEL,SITE RECEIVING AND PANEL; FRP/HDPE chemical-resistant utility construction; ASME B31.3 process piping fabrication basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: AUD.,8,DAY,,11754.69,AUD,,19
17.1.4,SITE RECEIVING AND MANIFOLD,SITE RECEIVING AND MANIFOLD; IP66/NEMA 4X outdoor electrical enclosure; CE/UKCA technical file support package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: GBP.,10,DAY,,6084.80,GBP,,20
17.1.5,SITE RECEIVING AND SENSOR SET,SITE RECEIVING AND SENSOR SET; ATEX/IECEx suitable hydrogen-area component selection; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: EUR.,12,DAY,,7119.44,EUR,,21
17.1.6,SITE RECEIVING AND INSTALL KIT,SITE RECEIVING AND INSTALL KIT; 316L stainless steel wetted construction; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,14,DAY,,10646575.34,KRW,,22
17.2,MECHANICAL INSTALLATION SUPPORT,"Placement, leveling, bolt-up, pipe tie-ins, and utility connection supervision.",1,LOT,,,,,
17.2.1,MECHANICAL INSTALLATION SUPPORT ASSEMBLY,MECHANICAL INSTALLATION SUPPORT ASSEMBLY; powder-coated carbon steel structural frame; NFPA 2 hydrogen technologies design consideration; continuous operation duty with remote monitoring. Supplier cost currency: AUD.,80,HR,,9045.31,AUD,,18
17.2.2,MECHANICAL INSTALLATION SUPPORT MODULE,MECHANICAL INSTALLATION SUPPORT MODULE; FRP/HDPE chemical-resistant utility construction; ASME B31.3 process piping fabrication basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: GBP.,92,HR,,4697.60,GBP,,19
17.2.3,MECHANICAL INSTALLATION SUPPORT PANEL,MECHANICAL INSTALLATION SUPPORT PANEL; IP66/NEMA 4X outdoor electrical enclosure; CE/UKCA technical file support package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: EUR.,104,HR,,5513.89,EUR,,20
17.2.4,MECHANICAL INSTALLATION SUPPORT MANIFOLD,MECHANICAL INSTALLATION SUPPORT MANIFOLD; ATEX/IECEx suitable hydrogen-area component selection; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: KRW.,116,HR,,8271232.88,KRW,,21
17.2.5,MECHANICAL INSTALLATION SUPPORT SENSOR SET,MECHANICAL INSTALLATION SUPPORT SENSOR SET; 316L stainless steel wetted construction; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,128,HR,,47820.31,HKD,,22
17.2.6,MECHANICAL INSTALLATION SUPPORT INSTALL KIT,MECHANICAL INSTALLATION SUPPORT INSTALL KIT; duplex stainless steel process wetted construction; IEC 60204-1 electrical machinery compliance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,140,HR,,925970.15,JPY,,18
17.3,ELECTRICAL INSTALLATION SUPPORT,"Cable pulling oversight, terminations, grounding checks, and energization support.",1,LOT,,,,,
17.3.1,ELECTRICAL INSTALLATION SUPPORT ASSEMBLY,ELECTRICAL INSTALLATION SUPPORT ASSEMBLY; FRP/HDPE chemical-resistant utility construction; ASME B31.3 process piping fabrication basis; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,80,HR,,5487.04,EUR,,19
17.3.2,ELECTRICAL INSTALLATION SUPPORT MODULE,ELECTRICAL INSTALLATION SUPPORT MODULE; IP66/NEMA 4X outdoor electrical enclosure; CE/UKCA technical file support package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: KRW.,92,HR,,8231506.85,KRW,,20
17.3.3,ELECTRICAL INSTALLATION SUPPORT PANEL,ELECTRICAL INSTALLATION SUPPORT PANEL; ATEX/IECEx suitable hydrogen-area component selection; UL 508A industrial control panel construction basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: HKD.,104,HR,,47593.75,HKD,,21
17.3.4,ELECTRICAL INSTALLATION SUPPORT MANIFOLD,ELECTRICAL INSTALLATION SUPPORT MANIFOLD; 316L stainless steel wetted construction; ISO 9001 traceable manufacturing record package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: JPY.,116,HR,,921641.79,JPY,,22
17.3.5,ELECTRICAL INSTALLATION SUPPORT SENSOR SET,ELECTRICAL INSTALLATION SUPPORT SENSOR SET; duplex stainless steel process wetted construction; IEC 60204-1 electrical machinery compliance; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,128,HR,,44700,CNY,,18
17.3.6,ELECTRICAL INSTALLATION SUPPORT INSTALL KIT,ELECTRICAL INSTALLATION SUPPORT INSTALL KIT; EPDM/PTFE compatible deionized water service; IEC 61511 instrumented protection design basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,140,HR,,6341,USD,,19
17.4,COMMISSIONING AND STARTUP,"Pre-start checks, first hydrogen, ramp-up, tuning, and reliability run.",1,LOT,,,,,
17.4.1,COMMISSIONING AND STARTUP ASSEMBLY,COMMISSIONING AND STARTUP ASSEMBLY; IP66/NEMA 4X outdoor electrical enclosure; CE/UKCA technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,14,DAY,,60687.50,HKD,,20
17.4.2,COMMISSIONING AND STARTUP MODULE,COMMISSIONING AND STARTUP MODULE; ATEX/IECEx suitable hydrogen-area component selection; UL 508A industrial control panel construction basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: JPY.,16,DAY,,1171791.04,JPY,,21
17.4.3,COMMISSIONING AND STARTUP PANEL,COMMISSIONING AND STARTUP PANEL; 316L stainless steel wetted construction; ISO 9001 traceable manufacturing record package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: CNY.,8,DAY,,56671.43,CNY,,22
17.4.4,COMMISSIONING AND STARTUP MANIFOLD,COMMISSIONING AND STARTUP MANIFOLD; duplex stainless steel process wetted construction; IEC 60204-1 electrical machinery compliance; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: USD.,10,DAY,,8017,USD,,18
17.4.5,COMMISSIONING AND STARTUP SENSOR SET,COMMISSIONING AND STARTUP SENSOR SET; EPDM/PTFE compatible deionized water service; IEC 61511 instrumented protection design basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: SGD.,12,DAY,,10945.95,SGD,,19
17.4.6,COMMISSIONING AND STARTUP INSTALL KIT,COMMISSIONING AND STARTUP INSTALL KIT; copper busbar with tin-plated contact surfaces; ISO 22734 hydrogen generator equipment requirements; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,14,DAY,,12785.94,AUD,,20
17.5,PERFORMANCE ACCEPTANCE TEST,"Capacity test, purity test, specific energy check, and acceptance report.",1,LOT,,,,,
17.5.1,PERFORMANCE ACCEPTANCE TEST ASSEMBLY,PERFORMANCE ACCEPTANCE TEST ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,120,HR,,43928.57,CNY,,21
17.5.2,PERFORMANCE ACCEPTANCE TEST MODULE,PERFORMANCE ACCEPTANCE TEST MODULE; 316L stainless steel wetted construction; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: USD.,132,HR,,6233,USD,,22
17.5.3,PERFORMANCE ACCEPTANCE TEST PANEL,PERFORMANCE ACCEPTANCE TEST PANEL; duplex stainless steel process wetted construction; IEC 60204-1 electrical machinery compliance; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: SGD.,144,HR,,8535.14,SGD,,18
17.5.4,PERFORMANCE ACCEPTANCE TEST MANIFOLD,PERFORMANCE ACCEPTANCE TEST MANIFOLD; EPDM/PTFE compatible deionized water service; IEC 61511 instrumented protection design basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: AUD.,156,HR,,9998.44,AUD,,19
17.5.5,PERFORMANCE ACCEPTANCE TEST SENSOR SET,PERFORMANCE ACCEPTANCE TEST SENSOR SET; copper busbar with tin-plated contact surfaces; ISO 22734 hydrogen generator equipment requirements; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: GBP.,168,HR,,5185.60,GBP,,20
17.5.6,PERFORMANCE ACCEPTANCE TEST INSTALL KIT,PERFORMANCE ACCEPTANCE TEST INSTALL KIT; powder-coated carbon steel structural frame; NFPA 2 hydrogen technologies design consideration; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,180,HR,,6078.70,EUR,,21
18,RECOMMENDED SPARES AND MAINTENANCE TOOLS,"Two-year operating spares, special tools, calibration kits, consumables, labeled bins, and replenishment list.",1,LOT,,,,,
18.1,STACK SPARES KIT,"Membranes, seals, compression hardware, sensor spares, and stack service consumables.",1,LOT,,,,,
18.1.1,STACK SPARES KIT ASSEMBLY,STACK SPARES KIT ASSEMBLY; powder-coated carbon steel structural frame; ISO 22734 hydrogen generator equipment requirements; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: GBP.,4,EA,,104654.40,GBP,,16
18.1.2,STACK SPARES KIT MODULE,STACK SPARES KIT MODULE; FRP/HDPE chemical-resistant utility construction; NFPA 2 hydrogen technologies design consideration; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: EUR.,5,EA,,121204.63,EUR,,17
18.1.3,STACK SPARES KIT PANEL,STACK SPARES KIT PANEL; IP66/NEMA 4X outdoor electrical enclosure; ASME B31.3 process piping fabrication basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: KRW.,6,EA,,179430136.99,KRW,,18
18.1.4,STACK SPARES KIT MANIFOLD,STACK SPARES KIT MANIFOLD; ATEX/IECEx suitable hydrogen-area component selection; CE/UKCA technical file support package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: HKD.,7,EA,,1023960.94,HKD,,19
18.1.5,STACK SPARES KIT SENSOR SET,STACK SPARES KIT SENSOR SET; 316L stainless steel wetted construction; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,4,EA,,19574626.87,JPY,,20
18.1.6,STACK SPARES KIT INSTALL KIT,STACK SPARES KIT INSTALL KIT; duplex stainless steel process wetted construction; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: CNY.,5,EA,,937378.57,CNY,,16
18.2,WATER TREATMENT SPARES,"RO membranes, EDI consumables, filters, UV lamps, and chemical dosing spares.",1,LOT,,,,,
18.2.1,WATER TREATMENT SPARES ASSEMBLY,WATER TREATMENT SPARES ASSEMBLY; FRP/HDPE chemical-resistant utility construction; NFPA 2 hydrogen technologies design consideration; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: KRW.,3,EA,,28020547.95,KRW,,21
18.2.2,WATER TREATMENT SPARES MODULE,WATER TREATMENT SPARES MODULE; IP66/NEMA 4X outdoor electrical enclosure; ASME B31.3 process piping fabrication basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: HKD.,4,EA,,160453.12,HKD,,22
18.2.3,WATER TREATMENT SPARES PANEL,WATER TREATMENT SPARES PANEL; ATEX/IECEx suitable hydrogen-area component selection; CE/UKCA technical file support package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: JPY.,5,EA,,3077761.19,JPY,,23
18.2.4,WATER TREATMENT SPARES MANIFOLD,WATER TREATMENT SPARES MANIFOLD; 316L stainless steel wetted construction; UL 508A industrial control panel construction basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: CNY.,2,EA,,147885.71,CNY,,24
18.2.5,WATER TREATMENT SPARES SENSOR SET,WATER TREATMENT SPARES SENSOR SET; duplex stainless steel process wetted construction; ISO 9001 traceable manufacturing record package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,3,EA,,20787,USD,,20
18.2.6,WATER TREATMENT SPARES INSTALL KIT,WATER TREATMENT SPARES INSTALL KIT; EPDM/PTFE compatible deionized water service; IEC 60204-1 electrical machinery compliance; design ambient -20 to 45 degC. Supplier cost currency: SGD.,4,EA,,28202.70,SGD,,21
18.3,ELECTRICAL AND CONTROLS SPARES,"I/O cards, power supplies, relays, fuses, HMI backup, and communication modules.",1,LOT,,,,,
18.3.1,ELECTRICAL AND CONTROLS ASSEMBLY,ELECTRICAL AND CONTROLS ASSEMBLY; IP66/NEMA 4X outdoor electrical enclosure; ASME B31.3 process piping fabrication basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: JPY.,4,EA,,3073432.84,JPY,,22
18.3.2,ELECTRICAL AND CONTROLS MODULE,ELECTRICAL AND CONTROLS MODULE; ATEX/IECEx suitable hydrogen-area component selection; CE/UKCA technical file support package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: CNY.,5,EA,,147678.57,CNY,,23
18.3.3,ELECTRICAL AND CONTROLS PANEL,ELECTRICAL AND CONTROLS PANEL; 316L stainless steel wetted construction; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: USD.,2,EA,,20758,USD,,24
18.3.4,ELECTRICAL AND CONTROLS MANIFOLD,ELECTRICAL AND CONTROLS MANIFOLD; duplex stainless steel process wetted construction; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: SGD.,3,EA,,28163.51,SGD,,20
18.3.5,ELECTRICAL AND CONTROLS SENSOR SET,ELECTRICAL AND CONTROLS SENSOR SET; EPDM/PTFE compatible deionized water service; IEC 60204-1 electrical machinery compliance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,4,EA,,32693.75,AUD,,21
18.3.6,ELECTRICAL AND CONTROLS INSTALL KIT,ELECTRICAL AND CONTROLS INSTALL KIT; copper busbar with tin-plated contact surfaces; IEC 61511 instrumented protection design basis; design ambient -20 to 45 degC. Supplier cost currency: GBP.,5,EA,,16805.60,GBP,,22
18.4,MECHANICAL MAINTENANCE TOOLS,"Torque tools, lifting adapters, hose crimp kit, alignment tools, and pullers.",1,LOT,,,,,
18.4.1,MECHANICAL MAINTENANCE TOOLS ASSEMBLY,MECHANICAL MAINTENANCE TOOLS ASSEMBLY; ATEX/IECEx suitable hydrogen-area component selection; CE/UKCA technical file support package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: USD.,1,LOT,,15729,USD,,25
18.4.2,MECHANICAL MAINTENANCE TOOLS MODULE,MECHANICAL MAINTENANCE TOOLS MODULE; 316L stainless steel wetted construction; UL 508A industrial control panel construction basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: SGD.,1,LOT,,21367.57,SGD,,26
18.4.3,MECHANICAL MAINTENANCE TOOLS PANEL,MECHANICAL MAINTENANCE TOOLS PANEL; duplex stainless steel process wetted construction; ISO 9001 traceable manufacturing record package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: AUD.,1,LOT,,24835.94,AUD,,22
18.4.4,MECHANICAL MAINTENANCE TOOLS MANIFOLD,MECHANICAL MAINTENANCE TOOLS MANIFOLD; EPDM/PTFE compatible deionized water service; IEC 60204-1 electrical machinery compliance; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: GBP.,1,LOT,,12782.40,GBP,,23
18.4.5,MECHANICAL MAINTENANCE TOOLS SENSOR SET,MECHANICAL MAINTENANCE TOOLS SENSOR SET; copper busbar with tin-plated contact surfaces; IEC 61511 instrumented protection design basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: EUR.,1,LOT,,14871.30,EUR,,24
18.4.6,MECHANICAL MAINTENANCE TOOLS INSTALL KIT,MECHANICAL MAINTENANCE TOOLS INSTALL KIT; powder-coated carbon steel structural frame; ISO 22734 hydrogen generator equipment requirements; design ambient -20 to 45 degC. Supplier cost currency: KRW.,1,LOT,,22115068.49,KRW,,25
18.5,LABELED SPARES CABINET,"Cabinet, bins, labels, inventory list, QR codes, and replenishment plan.",1,LOT,,,,,
18.5.1,LABELED SPARES CABINET ASSEMBLY,LABELED SPARES CABINET ASSEMBLY; 316L stainless steel wetted construction; UL 508A industrial control panel construction basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: AUD.,1,LOT,,24790.62,AUD,,26
18.5.2,LABELED SPARES CABINET MODULE,LABELED SPARES CABINET MODULE; duplex stainless steel process wetted construction; ISO 9001 traceable manufacturing record package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: GBP.,1,LOT,,12759.20,GBP,,22
18.5.3,LABELED SPARES CABINET PANEL,LABELED SPARES CABINET PANEL; EPDM/PTFE compatible deionized water service; IEC 60204-1 electrical machinery compliance; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: EUR.,1,LOT,,14844.44,EUR,,23
18.5.4,LABELED SPARES CABINET MANIFOLD,LABELED SPARES CABINET MANIFOLD; copper busbar with tin-plated contact surfaces; IEC 61511 instrumented protection design basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: KRW.,1,LOT,,22075342.47,KRW,,24
18.5.5,LABELED SPARES CABINET SENSOR SET,LABELED SPARES CABINET SENSOR SET; powder-coated carbon steel structural frame; ISO 22734 hydrogen generator equipment requirements; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: HKD.,1,LOT,,126546.88,HKD,,25
18.5.6,LABELED SPARES CABINET INSTALL KIT,LABELED SPARES CABINET INSTALL KIT; FRP/HDPE chemical-resistant utility construction; NFPA 2 hydrogen technologies design consideration; design ambient -20 to 45 degC. Supplier cost currency: JPY.,1,LOT,,2430000,JPY,,26
18.5.7,SPARES QR LABEL SET,SPARES QR LABEL SET; supplemental controlled item for hydrogen plant subassembly 18.5; factory traceability and commissioning readiness included. Supplier cost currency: CNY.,4,EA,,87228.57,CNY,,21
